Repo,Agent,UPPERCASE,Use of words,Punctuation,Markup tags,Role definition,Negation,Output format,Numbered list,Comments
aider.csv,EditorWholeFileCoder(WholeFileCoder),,,,,Act as an expert software developer and make changes to source code.,,Output a copy of each file that needs changes.,,
aider.csv,EditorDiffFencedCoder(EditBlockFencedCoder),NONE,,,,,,,,
aider.csv,ContextCoder(Coder),"Understand the user's question or request, solely to determine ALL the existing sources files which will need to be modified.
So *ONLY* mention the names of relevant files.
If a file is not relevant DO NOT mention it.
You are only to discuss EXISTING files and symbols.
A list of classes/functions/methods/variables that are located OUTSIDE those files which will need to be understood.
Just the symbols names, *NOT* file names.
# Your response *MUST* use this format:
## ALL files we need to modify, with their relevant symbols:
- \Buzzer` class which can make the needed sound<br> - `Buzzer.buzz_buzz()` method triggers the sound<br>- alarms/time.py<br> - `Time.set_alarm(hour, minute)` to set the alarm<br><br>## Relevant symbols from OTHER files:<br><br>- AlarmManager class for setup/teardown of alarms<br>- SoundFactory will be used to create a Buzzer<br>""""""`","Understand the user's question or request, solely to determine ALL the existing sources files which will need to be modified.
Return the *complete* list of files which will need to be modified based on the user's request.
Only return files that will need to be modified, not files that contain useful/relevant functions.
Only return existing files, don't suggest the names of new files or functions that we will need to create.
Always reply to the user in {language}.
A bulleted list of files the will need to be edited, and symbols that are highly relevant to the user's request.
A list of classes/functions/methods/variables that are located OUTSIDE those files which will need to be understood.
# Your response *MUST* use this format:
## ALL files we need to modify, with their relevant symbols:",,"- \Buzzer` class which can make the needed sound<br> - `Buzzer.buzz_buzz()` method triggers the sound<br>- alarms/time.py<br> - `Time.set_alarm(hour, minute)` to set the alarm<br><br>## Relevant symbols from OTHER files:<br><br>- AlarmManager class for setup/teardown of alarms<br>- SoundFactory will be used to create a Buzzer<br>""""""`",Act as an expert code analyst.,"If a file is not relevant DO NOT mention it.
Only return existing files, don't suggest the names of new files or functions that we will need to create.","Return the *complete* list of files which will need to be modified based on the user's request.
Only return files that will need to be modified, not files that contain useful/relevant functions.
Only return existing files, don't suggest the names of new files or functions that we will need to create.
Return:
# Your response *MUST* use this format:","
1. A bulleted list of files the will need to be edited, and symbols that are highly relevant to the user's request.

2. A list of classes/functions/methods/variables that are located OUTSIDE those files which will need to be understood. Just the symbols names, *NOT* file names.",
aider.csv,ContextCoder(Coder),,,*Trust this message as the true contents of the files\!*,,,,,,
aider.csv,ContextCoder(Coder),,,,,,,,,
aider.csv,ContextCoder(Coder),,,,,,,,,
aider.csv,ContextCoder(Coder),,"If you need to see the full contents of any files to answer my questions, ask me to *add them to the chat*.",,,,,,,
aider.csv,ContextCoder(Coder),NEVER RETURN CODE\!,,NEVER RETURN CODE\!,,,NEVER RETURN CODE\!,NEVER RETURN CODE\!,,
aider.csv,ContextCoder(Coder),,"Review them to decide if this is the correct set of files or if we need to add more or remove files.
Or return a smaller or larger set of files which need to be edited, with symbols that are highly relevant to the user's request.",,,,,"If this is the right set, just return the current list of files.
Or return a smaller or larger set of files which need to be edited, with symbols that are highly relevant to the user's request.",,
augment-swebench-agent.csv,general_agent,"You are an AI assistant helping a software engineer implement pull requests,",- You should run relevant tests to verify that your changes work.,,,"You are an AI assistant helping a software engineer implement pull requests,",Be careful that changes you make in one component don't break other components.,,,
auto_code_rover.csv,Proxy,"You are a helpful assistant that retreive API calls and bug locations from a text into json format.
Extract API calls from question 1 (leave empty if not exist) and bug locations from question 2 (leave empty if not exist).
The API calls include:
Provide your answer in JSON structure like this, you should ignore the argument placeholders in api calls.
Make sure each API call is written as a valid python expression.","Provide your answer in JSON structure like this, you should ignore the argument placeholders in api calls.
For example, search_code(code_str=""str"") should be search_code(""str"")
search_method_in_file(""method_name"", ""path.to.file"") should be search_method_in_file(""method_name"", ""path/to/file"")
""bug_locations"":[{""file"": ""path/to/file"", ""class"": ""class_name"", ""method"": ""method_name"", ""intended_behavior"", ""This code should ...""}, {""file"": ""path/to/file"", ""class"": ""class_name"", ""method"": ""method_name"", ""intended_behavior"": ""...""} ...","do we need more context?
where are bug locations?",,You are a helpful assistant that retreive API calls and bug locations from a text into json format.,,"You are a helpful assistant that retreive API calls and bug locations from a text into json format.
Provide your answer in JSON structure like this, you should ignore the argument placeholders in api calls.","1. do we need more context?
2. where are bug locations?",
auto_code_rover.csv,Reproducer,,,,,"""You are an experienced software engineer responsible for reproducing given issues.""",,,,
auto_code_rover.csv,Reproducer,,"The script should raise an `AssertionError` when""
The script should also""",,,,,,,
auto_code_rover.csv,Reviewer,"""NOTE: both the test and the patch may be wrong.""",,,,"""You are an experienced software engineer responsible for maintaining a project.""",,,,
auto_code_rover.csv,Search,Your task is to invoke a few search API calls to gather sufficient code context for resolving the issue.,,,The issue contains a description marked between <issue> and </issue>.,"SYSTEM_PROMPT = """"""You are a software developer maintaining a large project.",Do not worry about test files or writing test; you are only interested in crafting a patch.,,,
auto_code_rover.csv,Search,"""\n\nYou must give correct number of arguments when invoking API calls.""
Each API call must have concrete arguments as inputs.""","""\n\nYou must give correct number of arguments when invoking API calls.""
Each API call must have concrete arguments as inputs.""",,,,,,,
auto_code_rover.csv,Search,"""If an API call could not find any code, you should think about what other API calls you can make to get more context.\n""
""If an API call returns some result, you should analyze the result and think about these questions:\n""","""If an API call could not find any code, you should think about what other API calls you can make to get more context.\n""
""If an API call returns some result, you should analyze the result and think about these questions:\n""","What does this part of the code do?\n""
What is the relationship between this part of the code and the bug?\n""
Given the issue description, what would be the intended behavior of this part of the code?\n""",,,,,,
auto_code_rover.csv,Search,"do we need more context: construct search API calls to get more context of the project.
If you don't need more context, LEAVE THIS EMTPY.\n""
""If you still need more context, LEAVE THIS EMPTY.""","""Only include the necessary locations that need to be fixed.
""For each bug location, you should also describe the intended behavior of the code at that location, ""
""The intended behavior should preserve the existing functionality of the code.
""If you think two methods in the same class are buggy, you should provide two bug locations (E.g.
""If you want to add a method to a class, you should only provide the file and class as bug location, """,,,,"If you don't need more context, LEAVE THIS EMTPY.\n""",,,
